id,scale,method,psnr,ssim,mae
0c01876d-809f-4dcb-85c9-3c9b56e36607,4,Lanczos,27.283428192138672,0.7040534019470215,0.02281287871301174
0c01876d-809f-4dcb-85c9-3c9b56e36607,8,Bicubic,24.9698486328125,0.6520367860794067,0.027409475296735764
0c01876d-809f-4dcb-85c9-3c9b56e36607,8,Lanczos,25.089693069458008,0.6529279947280884,0.027273526415228844
0a514f6f-0493-44b7-b3e5-57e6eb23f5df,2,Bicubic,32.415016174316406,0.8347105383872986,0.01690538600087166
0a514f6f-0493-44b7-b3e5-57e6eb23f5df,2,Lanczos,32.595947265625,0.845183789730072,0.016521699726581573
0a514f6f-0493-44b7-b3e5-57e6eb23f5df,4,Bicubic,30.404760360717773,0.7080049514770508,0.021646924316883087
0a514f6f-0493-44b7-b3e5-57e6eb23f5df,4,Lanczos,30.43841552734375,0.7115980982780457,0.02156515046954155
0a514f6f-0493-44b7-b3e5-57e6eb23f5df,8,Bicubic,29.64543342590332,0.6610952615737915,0.023432975634932518
0a514f6f-0493-44b7-b3e5-57e6eb23f5df,8,Lanczos,29.71377182006836,0.6626214981079102,0.023316023871302605
0eae6ecc-a148-4840-acc5-d6ef0df1a53b,2,Bicubic,44.37681198120117,0.9830150604248047,0.003944992087781429
0eae6ecc-a148-4840-acc5-d6ef0df1a53b,2,Lanczos,44.964595794677734,0.9846755266189575,0.0037317730020731688
0eae6ecc-a148-4840-acc5-d6ef0df1a53b,4,Bicubic,38.041595458984375,0.9377579689025879,0.00801484752446413
0eae6ecc-a148-4840-acc5-d6ef0df1a53b,4,Lanczos,38.39625930786133,0.9418104887008667,0.0077947876416146755
0eae6ecc-a148-4840-acc5-d6ef0df1a53b,8,Bicubic,33.697349548339844,0.8547546863555908,0.012661176733672619
0eae6ecc-a148-4840-acc5-d6ef0df1a53b,8,Lanczos,33.92806625366211,0.8602184057235718,0.012419283390045166
0bcdc653-0908-4d94-a73d-e6ef44af41d4,2,Bicubic,42.10486602783203,0.990760326385498,0.002536023035645485
0bcdc653-0908-4d94-a73d-e6ef44af41d4,2,Lanczos,42.870758056640625,0.9920002818107605,0.0023686860222369432
0bcdc653-0908-4d94-a73d-e6ef44af41d4,4,Bicubic,35.73384094238281,0.9609219431877136,0.0054401857778429985
0bcdc653-0908-4d94-a73d-e6ef44af41d4,4,Lanczos,36.08465576171875,0.9637951850891113,0.005282582249492407
0bcdc653-0908-4d94-a73d-e6ef44af41d4,8,Bicubic,32.06922912597656,0.902726411819458,0.008914799429476261
0bcdc653-0908-4d94-a73d-e6ef44af41d4,8,Lanczos,32.21982955932617,0.9057521224021912,0.00879257544875145
0fabbb3a-2d80-49d6-bb74-0db1884308b4,2,Bicubic,43.4193229675293,0.9722907543182373,0.003956485539674759
0fabbb3a-2d80-49d6-bb74-0db1884308b4,2,Lanczos,43.67194747924805,0.9739091396331787,0.0038360129110515118
0fabbb3a-2d80-49d6-bb74-0db1884308b4,4,Bicubic,40.43204879760742,0.9471466541290283,0.005658471491187811
0fabbb3a-2d80-49d6-bb74-0db1884308b4,4,Lanczos,40.50614929199219,0.9475752711296082,0.005648682825267315
0fabbb3a-2d80-49d6-bb74-0db1884308b4,8,Bicubic,38.80583953857422,0.9348798990249634,0.006410717498511076
0fabbb3a-2d80-49d6-bb74-0db1884308b4,8,Lanczos,38.9100227355957,0.9351865649223328,0.006400451064109802
1969798d-9f10-47c7-8174-f09edd723c4d,2,Bicubic,32.646183013916016,0.7615364789962769,0.01790083944797516
1969798d-9f10-47c7-8174-f09edd723c4d,2,Lanczos,32.82617950439453,0.772803783416748,0.01752258650958538
